,id,group,logFC,logCPM,LR,PValue,TCGA-YB-A89D-11,TCGA-HV-A5A3-11,TCGA-H6-8124-11,TCGA-H6-A45N-11,TCGA-2J-AAB1-01,TCGA-2J-AAB4-01,TCGA-2J-AAB6-01,TCGA-2J-AAB8-01,TCGA-2J-AAB9-01,TCGA-2J-AABA-01,TCGA-2J-AABE-01,TCGA-2J-AABF-01,TCGA-2J-AABH-01,TCGA-2J-AABI-01,TCGA-2J-AABK-01,TCGA-2J-AABO-01,TCGA-2J-AABP-01,TCGA-2J-AABR-01,TCGA-2J-AABT-01,TCGA-2J-AABU-01,TCGA-2J-AABV-01,TCGA-2L-AAQA-01,TCGA-2L-AAQE-01,TCGA-2L-AAQI-01,TCGA-2L-AAQJ-01,TCGA-2L-AAQL-01,TCGA-2L-AAQM-01,TCGA-3A-A9I5-01,TCGA-3A-A9I7-01,TCGA-3A-A9I9-01,TCGA-3A-A9IB-01,TCGA-3A-A9IC-01,TCGA-3A-A9IH-01,TCGA-3A-A9IJ-01,TCGA-3A-A9IL-01,TCGA-3A-A9IN-01,TCGA-3A-A9IO-01,TCGA-3A-A9IR-01,TCGA-3A-A9IS-01,TCGA-3A-A9IU-01,TCGA-3A-A9IV-01,TCGA-3A-A9IX-01,TCGA-3A-A9IZ-01,TCGA-3A-A9J0-01,TCGA-3E-AAAY-01,TCGA-3E-AAAZ-01,TCGA-F2-6879-01,TCGA-F2-6880-01,TCGA-F2-7273-01,TCGA-F2-7276-01,TCGA-F2-A44G-01,TCGA-F2-A44H-01,TCGA-F2-A7TX-01,TCGA-F2-A8YN-01,TCGA-FB-A4P5-01,TCGA-FB-A4P6-01,TCGA-FB-A545-01,TCGA-FB-A5VM-01,TCGA-FB-A78T-01,TCGA-FB-A7DR-01,TCGA-FB-AAPP-01,TCGA-FB-AAPQ-01,TCGA-FB-AAPS-01,TCGA-FB-AAPU-01,TCGA-FB-AAPY-01,TCGA-FB-AAPZ-01,TCGA-FB-AAQ0-01,TCGA-FB-AAQ1-01,TCGA-FB-AAQ2-01,TCGA-FB-AAQ3-01,TCGA-FB-AAQ6-01,TCGA-H6-8124-01,TCGA-H6-A45N-01,TCGA-H8-A6C1-01,TCGA-HV-A5A3-01,TCGA-HV-A5A4-01,TCGA-HV-A5A5-01,TCGA-HV-A5A6-01,TCGA-HV-A7OL-01,TCGA-HV-A7OP-01,TCGA-HV-AA8V-01,TCGA-HV-AA8X-01,TCGA-HZ-7289-01,TCGA-HZ-7918-01,TCGA-HZ-7919-01,TCGA-HZ-7920-01,TCGA-HZ-7922-01,TCGA-HZ-7923-01,TCGA-HZ-7924-01,TCGA-HZ-7925-01,TCGA-HZ-7926-01,TCGA-HZ-8001-01,TCGA-HZ-8002-01,TCGA-HZ-8003-01,TCGA-HZ-8005-01,TCGA-HZ-8315-01,TCGA-HZ-8317-01,TCGA-HZ-8519-01,TCGA-HZ-8636-01,TCGA-HZ-8637-01,TCGA-HZ-8638-01,TCGA-HZ-A49G-01,TCGA-HZ-A49H-01,TCGA-HZ-A49I-01,TCGA-HZ-A4BH-01,TCGA-HZ-A4BK-01,TCGA-HZ-A77O-01,TCGA-HZ-A77P-01,TCGA-HZ-A77Q-01,TCGA-HZ-A8P0-01,TCGA-HZ-A8P1-01,TCGA-HZ-A9TJ-01,TCGA-IB-7644-01,TCGA-IB-7645-01,TCGA-IB-7646-01,TCGA-IB-7649-01,TCGA-IB-7651-01,TCGA-IB-7652-01,TCGA-IB-7654-01,TCGA-IB-7885-01,TCGA-IB-7886-01,TCGA-IB-7887-01,TCGA-IB-7888-01,TCGA-IB-7889-01,TCGA-IB-7890-01,TCGA-IB-7891-01,TCGA-IB-7893-01,TCGA-IB-7897-01,TCGA-IB-8126-01,TCGA-IB-8127-01,TCGA-IB-A5SO-01,TCGA-IB-A5SP-01,TCGA-IB-A5SQ-01,TCGA-IB-A5SS-01,TCGA-IB-A5ST-01,TCGA-IB-A6UF-01,TCGA-IB-A6UG-01,TCGA-IB-A7LX-01,TCGA-IB-A7M4-01,TCGA-IB-AAUM-01,TCGA-IB-AAUN-01,TCGA-IB-AAUO-01,TCGA-IB-AAUP-01,TCGA-IB-AAUQ-01,TCGA-IB-AAUR-01,TCGA-IB-AAUS-01,TCGA-IB-AAUT-01,TCGA-IB-AAUU-01,TCGA-IB-AAUV-01,TCGA-IB-AAUW-01,TCGA-L1-A7W4-01,TCGA-LB-A7SX-01,TCGA-LB-A8F3-01,TCGA-LB-A9Q5-01,TCGA-M8-A5N4-01,TCGA-OE-A75W-01,TCGA-PZ-A5RE-01,TCGA-Q3-A5QY-01,TCGA-Q3-AA2A-01,TCGA-RB-A7B8-01,TCGA-RB-AA9M-01,TCGA-RL-AAAS-01,TCGA-S4-A8RM-01,TCGA-S4-A8RO-01,TCGA-S4-A8RP-01,TCGA-US-A774-01,TCGA-US-A776-01,TCGA-US-A779-01,TCGA-US-A77E-01,TCGA-US-A77G-01,TCGA-US-A77J-01,TCGA-XD-AAUG-01,TCGA-XD-AAUH-01,TCGA-XD-AAUI-01,TCGA-XD-AAUL-01,TCGA-XN-A8T3-01,TCGA-XN-A8T5-01,TCGA-YB-A89D-01,TCGA-YH-A8SY-01,TCGA-YY-A8LH-01,TCGA-Z5-AAPL-01
ABI3,ENSG00000108798,protein_coding,-1.772673954,4.424480835,83.55050611,6.21E-20,5.050544061,4.860428067,4.828505444,6.177185328,3.851096696,3.675013343,3.419926256,2.711658805,3.989642212,2.977633044,3.542624552,4.292578366,3.396547437,3.076959633,3.397975569,3.088899869,5.148377905,4.522341464,4.01633407,3.147423823,4.454670647,2.689877856,2.962119511,3.17373726,4.040225131,4.729283285,3.948266507,2.979855774,4.054276997,3.694695297,3.658884647,3.443379902,3.263557297,2.547575147,4.351524266,4.364137177,3.124749471,2.972534031,2.057655146,2.941857015,2.596608085,4.457406304,2.125330611,3.032793585,4.604225765,3.060492958,2.463579983,3.051327566,4.288297275,4.311736097,2.908075671,4.302224426,4.2973494,3.066192219,4.897137836,4.063687652,2.331295587,4.930590931,3.995639486,3.858471054,1.054121698,2.501103291,4.683207255,2.035271761,4.649104968,3.865521701,1.621180292,4.480454329,2.595107296,3.76452251,2.93194945,2.503838431,4.418128076,3.889294362,2.629869213,3.97890006,4.309360427,2.290076627,4.909944825,3.485008332,3.838708262,2.850185759,1.698895243,4.486994741,3.112342724,4.026030691,3.488393648,4.089042895,3.736194256,3.23187757,3.596484387,4.66319491,3.838141925,4.134179898,3.241227382,3.625622106,3.22358404,4.04256588,3.393648849,5.039226916,2.93099288,4.52498507,4.088161622,5.01853672,4.076133345,4.556848198,3.636908412,3.99589088,4.121698434,3.539081775,2.692961026,3.441693572,3.13432655,4.381457133,3.462664086,4.483139721,4.281609043,4.751299011,3.318548795,3.965034447,3.554235215,3.240487269,4.445327649,4.710558836,3.751923602,4.224159936,2.698259385,3.897695021,3.520898116,3.760904811,4.124978808,3.650219945,4.379289375,3.514406171,4.589873741,3.096420008,3.211323023,2.505993658,2.994304046,3.77735414,3.213845905,3.846081375,4.799914126,3.53913959,5.159076713,4.991660695,4.664739772,3.692858893,4.760520187,3.956719422,1.463280144,2.578870835,3.251111854,4.323317502,3.317155589,4.160075366,4.333392524,5.629337968,3.275530206,4.453134718,3.370067378,4.845070867,3.188433735,3.612144487,3.575817194,3.936965975,1.898437122,2.906861423,3.0144433,2.634035218,5.036243127,3.633747589,4.321712547,3.822639065,3.686054906,3.776966861,4.851609709,4.01996146,3.053200386,2.297036033,5.280594171
LY86,ENSG00000112799,protein_coding,-2.277790197,4.092598831,76.04114755,2.78E-18,5.054167787,4.130267651,4.523253936,6.156514782,2.771200106,3.013747475,2.958436095,3.056967214,3.003466911,1.675070274,3.729517487,3.395206849,2.95879661,2.381394155,2.569474838,2.443138673,4.165051139,3.178747917,3.019800699,2.283872102,2.874027595,1.398498825,1.880846044,2.652071289,2.65118284,4.21569485,0.734550275,2.129197068,2.955795155,3.590695105,2.941912018,2.959618364,2.517590173,1.642434334,1.302782319,1.609069776,-0.013114321,0.916539784,-0.808443567,2.194309258,1.39762705,3.875814285,0.811365895,1.936097864,4.054692754,1.478197177,1.807481134,0.810699573,4.154126381,3.499151934,2.317646339,3.818783871,2.631280882,2.499807546,4.08793039,2.584619701,0.110355299,4.010379926,3.455271939,2.434960933,-2.519869685,1.506302198,3.899769357,1.056202419,3.954906624,2.990303326,0.231033968,2.937449331,1.113883177,3.97428993,1.448780951,1.237894946,3.485418662,2.268187298,1.317043325,3.091129579,3.04031918,0.963320769,4.659229333,2.188993048,3.139339455,1.280510236,-1.235651696,4.266239721,2.693965099,3.67230136,3.277347282,3.686787727,1.506078928,2.986963695,2.59080288,4.451955349,3.522465071,3.829228491,2.919690845,2.912362697,1.626904155,3.006090746,2.992646261,3.960504124,0.417174452,3.942932208,3.239803319,4.156261397,3.172735356,2.994941643,2.311491331,2.850376966,3.381984194,2.277025136,1.887747131,2.179636933,2.611147587,4.370618806,3.362121061,4.471846552,3.246324604,4.383242332,3.059946635,3.627266143,3.055845717,2.189778423,4.311063344,4.731557745,3.517385998,4.028597782,3.428680278,3.327849517,3.379343972,3.346767926,3.869802442,2.242588718,3.552608156,2.988382337,4.341913569,2.522183913,1.815137509,1.489639045,2.041922066,2.398842517,2.176184853,2.241818318,4.718180555,2.877286195,4.929304185,5.212855467,4.1139652,2.950528867,4.630328289,2.787628686,0.776554927,0.82475052,2.451279052,2.810828464,3.096209188,2.973271418,4.290623073,5.60360693,3.041712627,2.971162011,2.634681521,4.376610881,1.626993957,3.152871467,2.602872194,3.303431682,-0.547226341,2.135868425,1.977304164,1.845130048,4.723892596,3.246257613,3.914521616,2.636599938,2.700771406,3.267026096,3.736419281,3.486109825,2.290812195,0.67909621,5.651382416
PARVG,ENSG00000138964,protein_coding,-2.453100941,5.143776186,73.34049354,1.09E-17,5.998597272,5.368903094,5.265582028,7.442608634,3.696133013,3.778106836,3.405223504,3.651494578,4.292794833,3.577049241,4.228002257,4.733965498,3.755996027,3.75266711,3.09042436,2.985601243,5.064534028,4.7557507,4.556251529,3.287386586,3.592763948,2.436912709,3.286618273,2.766666071,3.699965213,4.432607982,1.898613038,3.508323389,4.285602543,4.421345357,3.732933935,4.156262683,3.148997532,1.918524892,2.899194841,3.124371399,1.613517359,1.539976433,0.398881406,3.236466571,2.166743168,4.608110959,1.931924819,3.687039477,4.877409161,3.420094222,2.54887048,1.820547359,5.241503063,4.557437291,3.546596476,4.838334442,4.225657413,3.764055831,5.320063979,4.646817693,2.24137895,4.598305855,4.341088319,3.882671667,0.360548699,2.066841225,5.41587911,1.448802529,5.100898174,4.295092478,1.354665317,4.172364732,2.720443312,3.433852044,2.367557156,2.110093176,4.751074328,3.691967278,2.607786715,4.019514801,4.323868098,2.961304424,5.513193237,2.628372507,4.334977376,2.042350499,0.185191425,4.868838482,3.45893772,4.536107494,3.493355631,5.048749127,3.291425871,3.83354758,3.593240552,4.743192335,4.45543574,4.607090222,3.552779725,3.988884831,3.026974079,4.049672766,3.709757941,5.251099207,2.913982277,4.661958938,4.790753943,4.87435167,4.480541362,4.642566899,3.594473146,3.860245479,4.903675872,3.913197806,2.919835769,3.059427691,3.045867452,4.704704346,3.69108589,4.382197226,4.027869861,4.373144687,3.42644509,4.311298526,3.732314529,3.159455847,4.602374741,4.554329747,3.520277171,4.599800955,3.363263543,4.401298063,4.42568981,4.180933639,4.964054243,3.351365063,3.948536832,3.969640483,5.23538017,3.356414541,3.609591943,2.880389173,3.785243979,3.905222993,3.210301198,3.956757606,5.994826985,3.825947815,6.541938877,6.424178979,5.01750488,3.86311851,5.392352409,4.09658797,2.109243717,5.645112732,3.049566717,4.598028361,4.382493139,4.375101668,4.690832104,6.504103601,4.38472486,4.583856169,3.381873459,4.910754022,3.003110568,3.981746629,4.049320853,4.387687124,1.03773616,2.627185816,3.312907196,2.695717072,6.161111875,4.171943663,4.981700483,3.932720467,4.270030949,4.23915798,5.099748547,4.484072599,3.584684005,2.207363988,6.815239626
FGFBP1,ENSG00000137440,protein_coding,3.560515215,2.21989588,70.68103996,4.20E-17,0.015192246,-1.48265668,-0.672371575,-2.872453817,4.012121638,3.916021442,6.168093591,0.348508047,4.096699155,3.166546146,3.131277486,2.207734866,1.970840646,0.71672765,1.173036466,4.564602186,-4.822686587,5.721082617,0.446333837,4.920673534,2.192068768,3.392762455,0.907813091,6.620330573,2.085178497,1.59865885,-6.363481808,-2.90722634,2.157497717,3.214154826,0.069043227,2.887966368,6.675494077,-6.460853475,-2.761870639,-6.605249344,-3.350983959,-7.100268503,-6.589803281,0.867948917,-6.33708257,1.613245941,5.647271432,2.929700092,2.544003015,2.368204551,2.065429924,-1.678685268,1.13693662,2.91910036,3.922193236,-5.464304482,4.235010412,2.224479864,4.505030777,1.220736289,6.311271168,6.515205038,1.43042521,4.381747307,1.933588033,3.390176141,4.330403712,3.259384236,2.918355736,4.132794565,1.815996469,4.275692728,5.551489337,2.145968386,0.183638882,5.368746033,1.411320605,0.866306702,0.898978133,3.352650932,1.11821894,1.010886452,4.776227643,2.536376723,6.028284948,2.996221328,-0.461927551,-1.668546342,4.361849707,4.671238601,2.09840428,1.437732163,0.925280052,3.25528464,2.524230745,6.083762713,-0.909603508,1.451326758,3.018051526,1.061551773,3.831221031,-3.701674378,-0.550214406,-0.937127462,2.372733173,2.482288953,2.547675364,3.025816946,5.436703847,-0.612495891,2.406128205,1.680832774,1.087309709,5.466796136,0.507237315,2.809506863,1.664746976,-0.221007425,4.978098546,0.304753141,1.663216468,5.356797295,0.179987964,5.059697643,-0.083082691,5.097788813,1.842914509,1.187237229,5.305386769,0.067538211,2.468707172,0.845682585,1.06071724,1.447599499,2.940440532,3.631757416,0.466952071,5.484582689,0.795523189,0.995227016,2.81727642,3.111714719,5.653799569,-0.108300451,2.379240011,3.865127131,1.933256045,1.992221962,1.220140061,3.749730092,0.199476457,0.883494646,-0.335568045,2.269405021,0.148523705,5.810224803,-1.661112186,4.160508762,3.68049706,1.766667883,4.119425742,1.430962427,1.177566953,1.483633661,2.471893107,1.618583671,-1.353692568,4.241667716,0.623697344,2.297084575,1.275427717,3.048943482,2.250661041,1.789634936,2.629891971,1.287340518,0.761569694,2.465271946,4.640473872,-2.006489793,3.33498638,4.425830003,4.573746158,0.089958034,1.084471652
APBB1IP,ENSG00000077420,protein_coding,-1.970006241,4.497442051,69.65937936,7.05E-17,4.854590866,4.756616369,5.482625184,6.426225645,4.884251461,3.985040038,2.693890222,2.687066817,3.573943078,2.935745407,3.849589108,4.645237951,3.287963185,2.931242802,2.522233672,2.732645291,5.034776106,4.533247418,3.971686849,3.315198436,3.238034622,2.628721361,3.444918477,3.278482568,3.771934999,4.441988347,1.315998292,2.309299074,3.868677934,3.738087893,3.079269969,2.742072084,2.992424046,1.390895567,1.811019029,2.391930137,1.253878099,0.620830685,0.305014483,2.667886367,1.827824357,4.54892496,3.175038531,5.755862491,4.192549749,2.398083918,2.365424339,3.737218976,4.780318421,4.879451284,4.684864544,3.976564685,4.058369077,2.326599961,4.974466978,4.065883535,1.100159532,3.707850116,3.725961806,3.334615742,-0.934907184,3.773223526,4.357522838,0.957938403,4.11187597,3.826034951,0.104121855,3.944435762,2.149347857,2.300518162,1.448780951,2.427103919,4.406438383,3.979612353,1.669496287,3.303375875,4.066436398,1.331254033,4.413031937,2.062775331,3.727905477,3.911306126,-2.34E-05,5.342041704,3.264202828,4.070777468,3.814044829,4.676765603,3.42386202,2.837077542,3.736857043,4.601575791,4.577968591,4.829736751,3.458912801,3.892418769,3.203015738,3.879304609,3.957720526,5.360367829,2.755906173,4.9180112,3.794634393,4.098509795,4.323766358,4.054589933,3.170315268,3.558413832,4.199863531,2.901832972,3.369246312,2.396993765,3.222294019,5.005672354,3.496720701,4.565133093,4.248642187,4.761011985,3.857332521,4.204102342,3.42126135,4.148999261,4.931185356,4.754122351,3.25464097,4.618117717,3.104598218,4.506811659,4.41605575,3.553122765,4.147317759,5.236055748,3.796024762,4.189804985,5.206363342,2.612979452,3.141340259,1.931447773,3.379503426,3.288714778,2.984058823,2.823863336,5.690565048,3.530215674,5.615900672,4.800464075,4.239101332,4.580682608,5.067712916,3.93925642,0.9912117,2.809134907,2.322092572,4.615476133,3.394883954,4.208083909,4.322818441,6.462097912,3.51823161,4.129137704,3.08240362,4.82032605,4.049546141,2.864139972,3.620247294,4.201768306,-0.273465529,2.189933583,2.489585525,4.098573004,5.36807967,3.47684799,4.662824755,3.990041776,3.551801917,4.035278857,4.672260702,3.580660526,3.723111783,1.145334791,6.224933408
CYTH4,ENSG00000100055,protein_coding,-1.993037393,4.745968662,69.94274114,6.11E-17,5.284487655,4.796566964,4.965020459,7.024111468,3.855349301,4.020644835,3.129200116,2.943887164,3.780746865,3.022791505,3.729517487,4.676955313,3.257384689,3.890959207,3.10652903,3.314058724,5.783718626,4.013899127,3.597821591,3.483975252,3.864290584,3.265453889,3.180041717,3.594753612,3.286976124,3.882511728,3.089788826,3.139153595,4.425675426,4.02370322,4.225218818,3.547813434,4.769723954,2.29736974,3.529683807,3.350400563,1.814481394,2.196647704,0.609869064,3.495436034,2.324695528,4.634982742,2.514856784,3.865229686,4.341510151,3.399139678,3.02908217,2.395662074,4.362853829,4.628664926,3.740467814,4.491345425,4.2973494,2.877197759,5.358709907,4.472393305,1.837125126,4.236863101,3.693641213,4.046532972,0.590554305,2.899113779,4.740642506,1.594914289,4.607515288,3.635368125,2.490901095,3.718554354,3.10241365,3.446324989,3.260641952,2.588490073,4.475196626,3.953295362,3.469726775,3.745184603,4.184197702,3.622888206,5.385072774,2.91990325,4.113597254,2.950361634,5.059858051,5.361726669,3.594088161,4.525169056,3.98584153,5.098519158,4.054919393,4.079874477,3.805740701,5.793117561,4.579682514,4.922242577,4.226268882,3.605213675,3.592300139,4.317098542,4.560713464,5.493029382,3.915585569,4.766391416,4.264796147,4.00140528,4.247744723,4.275453141,3.532885347,4.346320612,4.75625688,3.745315281,2.786962911,2.417031518,3.016907273,4.7739745,3.862347339,4.213905015,4.264303781,4.310146199,3.295107148,4.924335606,4.111031776,3.823517157,5.186209519,4.986276883,4.4620753,4.429672628,4.177405041,4.669416795,4.710825283,3.713653149,4.318952155,3.191279624,4.162661637,4.459980011,5.091482438,3.083107848,3.110276247,2.9400712,3.671165129,3.680585449,3.259151646,4.128949679,5.426839199,3.045385495,5.971576138,4.990778313,4.517829097,3.771019917,4.91714331,4.468419032,1.818375103,3.146678615,3.1708401,4.641258413,4.554352604,4.108608462,4.378764032,6.219332959,3.913117446,4.216766611,3.585499676,4.320942122,2.874716789,2.922607395,3.707371451,4.647232544,1.369678043,2.9738839,2.438222025,2.047946931,5.261634231,3.45983488,4.91404728,3.610563935,4.022309003,3.545641315,5.138819955,4.110784083,4.347566973,3.034001628,6.585694018
PPP2R2C,ENSG00000074211,protein_coding,4.752140511,4.165934754,68.21200147,1.47E-16,0.260769455,-0.745691085,0.319116925,0.321924228,1.221806619,5.751864921,1.373473594,3.446997911,2.576587799,0.500895799,5.099872812,2.45621977,0.687792451,-0.975647793,2.659555278,1.263432651,2.064026127,2.152716627,1.644977656,5.512033806,1.731339178,3.341273956,5.090824809,3.304981793,3.041196315,2.924607463,-1.409285497,4.155923572,1.069691336,2.436791131,3.574645027,3.981777054,5.003090291,5.860792816,3.27814504,5.020002877,5.143093802,7.880183505,6.270313746,3.594891888,6.130268245,1.956635399,2.125330611,1.123413438,1.258185214,1.629800576,3.949132322,1.128669654,2.252717851,2.471155095,4.55707361,0.20812086,3.599047215,3.933306581,2.006647384,1.267278875,0.971835435,1.45961769,1.648452439,2.223854319,-0.934907184,4.018538181,-0.938665936,-0.639791394,2.035525084,3.924235604,4.293264772,1.805537656,6.506045162,2.244484127,0.579567559,6.065608502,3.222013812,2.632789342,5.409833702,2.390009184,1.362637668,-0.965906156,2.041449608,2.029416734,2.743248001,6.434027222,-3.382493084,4.280988591,6.050444763,4.123532707,3.377362336,2.294550845,0.785696218,4.652668997,2.429189642,2.504422769,1.046453144,3.387856844,6.117190968,3.906600872,1.535852175,3.932389244,3.787585081,4.126567214,1.371176027,0.297621932,2.122970058,0.935931442,1.501524207,3.646394404,2.38636495,1.351173636,3.042322254,4.513590347,0.970209291,-1.303445954,0.495670369,0.388040694,-0.362025447,3.032353317,7.056658592,4.648999397,2.040854671,3.655490077,3.405700544,4.493346454,2.094453276,-0.863388844,3.732109453,2.0454154,3.986745347,4.161699089,0.958234282,4.743229502,2.591612434,4.179524601,4.4168512,6.132164924,3.459251129,-0.561584444,0.598441818,5.536736307,1.916731804,1.650242222,5.647460784,4.603983544,3.088216279,4.262997809,1.987802453,0.981480568,0.760433494,2.3864089,0.671418385,1.758819315,4.672085661,5.095029078,4.925519135,3.267848413,4.228552985,1.461813301,3.506314082,1.575870732,3.057170222,3.470323208,3.518628558,0.013513597,-2.660353906,4.302692296,2.89703267,2.531422601,-1.659119221,2.832329756,1.093536126,2.177133411,1.965341206,2.589068999,3.218698526,4.191331997,0.160025539,0.383077018,4.280633282,3.175335338,4.846386003,5.083277968,1.407909632
GNGT2,ENSG00000167083,protein_coding,-1.998152597,1.39549064,68.27402134,1.42E-16,2.473271127,1.324698242,1.892652078,3.058283521,0.741640309,0.701008551,0.955916103,0.543764339,0.959564089,-0.388545826,0.766599744,1.436468814,0.392715575,0.299532042,0.512194,0.330546847,2.282348884,1.250365191,0.989476162,0.53512934,0.745553037,-0.596928445,-0.279389902,0.149570949,1.197464872,1.78710394,-0.582122094,0.042732977,0.935105296,0.50257455,0.345697242,0.433627219,-0.044972943,-0.578210425,0.607363171,0.36053494,-0.217128213,-0.950521384,-2.066241325,0.055034469,-0.722372726,1.464139411,-1.098837435,-0.279219041,1.21429757,-0.172167799,-0.206431173,-0.249841969,1.429314987,1.402041924,-0.351906334,1.249941035,1.336254244,0.206734314,1.40915053,0.147979947,-1.951928979,1.835006113,0.696362424,0.740175154,-3.171946382,-0.327236656,1.325833879,-0.891330161,1.812517572,0.640630241,-2.879390022,1.482512871,-0.134860572,1.056592579,-0.034541288,-0.397871925,1.363754921,1.047826842,-0.951445511,0.197785515,0.945516854,-0.905785164,2.524098014,-0.344041661,0.328888619,-0.552736219,-1.941920492,2.050793581,0.210447862,1.223102915,0.690945684,1.19839385,0.70080732,0.652268304,0.858708518,1.510531579,1.114243234,1.440718658,0.264534756,1.168137707,0.068173196,0.829248283,0.266231252,2.248899214,0.047689105,1.557622278,0.64668537,1.246271563,0.909401915,1.55044268,0.191348968,0.525398775,1.348937294,0.288706941,-0.137431432,-0.081053532,0.152596466,2.029219204,0.999311033,1.670149264,1.276620936,1.719438543,0.691766118,1.308687313,0.271099603,0.474257081,1.879096845,1.917554447,0.973788818,1.618652941,0.078183031,1.355420805,0.707538211,0.850496435,1.196350503,0.174977811,1.228267527,0.672916493,1.439669339,-0.13095009,0.186717053,-0.841718463,-0.206942566,0.33123161,-0.047419408,1.351229535,1.754344695,0.531706832,2.058914755,2.483562797,1.262364163,0.638642774,1.528678213,1.023894308,-2.01545203,-0.473217676,-0.226175129,0.951426795,0.359917908,1.074790178,1.136885563,2.242200784,0.54953573,1.046841609,0.280825262,1.963294241,-0.432547989,0.306617999,0.29486088,1.155504199,-1.755334536,-0.425190889,-0.503549933,-0.624056138,2.057104184,0.560625021,1.064816367,0.384740608,0.671186739,0.60704186,1.262626157,1.139543076,0.168192909,-0.565707458,2.278532294
FIBCD1,ENSG00000130720,protein_coding,5.828185043,3.292999919,66.51750107,3.47E-16,-1.726739601,-2.134733376,-2.127566201,-1.363440169,4.318154744,-1.306645021,2.407069563,3.456729449,0.366473707,-4.734320662,4.132330164,-0.489530605,-1.132125933,-0.894347691,2.292820823,1.714811998,0.92326779,3.126206997,-0.00112514,2.789267346,-0.283016115,1.46123458,-1.700233023,-0.916924463,5.012267901,5.342819946,-1.971164385,3.532698964,2.603123536,-0.727292992,2.764964636,2.447539525,0.279377814,-2.553962879,-1.624367115,0.987207693,-4.93594646,1.395586524,-1.731822286,1.353375744,-0.845229474,-1.255023361,5.83393732,5.548808732,2.438280614,1.693148584,4.226838858,-5.379124986,-0.298000437,-0.852598041,0.01530264,5.347070211,-2.716857092,5.543229826,-0.386918585,0.244195262,1.037423777,-3.330459241,1.283739478,1.660586889,5.671301719,4.31068861,1.731688056,5.27891286,2.340379666,2.623014698,1.525364504,5.531388187,-0.134860572,2.559730857,5.262889725,3.058736415,3.900919083,-1.002799231,3.806676735,3.86676988,1.715459771,-4.198566913,1.026802832,6.702668978,1.18649552,5.089086573,4.75924915,3.734526566,2.32592508,1.370069066,0.791057169,0.801322897,2.677547414,1.623121958,0.72282509,-0.586104204,-2.383534697,-2.39350287,3.29050244,1.345180114,1.942642314,1.51692447,4.147767987,0.181708768,2.204557953,3.778929558,3.166401846,5.931028262,0.965709356,2.003493505,-0.545616626,1.253175198,1.931552039,3.880118693,1.936823123,3.590269253,-0.496716446,2.902852704,1.033459255,-1.150441485,3.754109049,5.04693536,-0.906311882,1.140329607,0.347551664,0.342261535,2.176701687,2.238816016,2.011263524,-2.690488999,0.027108846,-1.868227772,-0.507850822,2.259935181,1.961605142,4.790579584,2.687150279,2.050187622,-2.197245242,-0.787465852,-1.452184255,4.135186003,-0.480703379,-1.343928699,3.00875606,5.506369913,2.319178994,4.093633796,2.212362711,1.712749432,-1.504538716,-0.567166763,-2.378212383,1.596912488,5.688835903,0.25694274,6.599241116,0.951426795,0.126245562,6.161164604,3.684135061,-2.095324166,-1.324933388,5.158481666,1.383048771,2.418072578,5.251274608,2.435542538,3.575817194,0.6174852,-1.484032515,4.776553401,1.164212872,4.765695581,1.571677357,2.212121273,-1.298730817,1.390074052,2.196480414,0.091121003,3.963596765,-0.418068937,1.480783139,4.731805598,-3.033525557
