id,logFC,logCPM,LR,PValue,TCGA-YB-A89D-11,TCGA-HV-A5A3-11,TCGA-H6-A45N-11,TCGA-H6-8124-11,TCGA-2J-AAB1-01,TCGA-2J-AAB4-01,TCGA-2J-AAB6-01,TCGA-2J-AAB8-01,TCGA-2J-AAB9-01,TCGA-2J-AABA-01,TCGA-2J-AABE-01,TCGA-2J-AABF-01,TCGA-2J-AABH-01,TCGA-2J-AABI-01,TCGA-2J-AABK-01,TCGA-2J-AABO-01,TCGA-2J-AABP-01,TCGA-2J-AABR-01,TCGA-2J-AABT-01,TCGA-2J-AABU-01,TCGA-2J-AABV-01,TCGA-2L-AAQA-01,TCGA-2L-AAQE-01,TCGA-2L-AAQI-01,TCGA-2L-AAQJ-01,TCGA-2L-AAQL-01,TCGA-2L-AAQM-01,TCGA-3A-A9I5-01,TCGA-3A-A9I7-01,TCGA-3A-A9I9-01,TCGA-3A-A9IB-01,TCGA-3A-A9IC-01,TCGA-3A-A9IH-01,TCGA-3A-A9IJ-01,TCGA-3A-A9IL-01,TCGA-3A-A9IN-01,TCGA-3A-A9IO-01,TCGA-3A-A9IR-01,TCGA-3A-A9IS-01,TCGA-3A-A9IU-01,TCGA-3A-A9IV-01,TCGA-3A-A9IX-01,TCGA-3A-A9IZ-01,TCGA-3A-A9J0-01,TCGA-3E-AAAY-01,TCGA-3E-AAAZ-01,TCGA-F2-6879-01,TCGA-F2-6880-01,TCGA-F2-7273-01,TCGA-F2-7276-01,TCGA-F2-A44G-01,TCGA-F2-A44H-01,TCGA-F2-A7TX-01,TCGA-F2-A8YN-01,TCGA-FB-A4P5-01,TCGA-FB-A4P6-01,TCGA-FB-A545-01,TCGA-FB-A5VM-01,TCGA-FB-A78T-01,TCGA-FB-A7DR-01,TCGA-FB-AAPP-01,TCGA-FB-AAPQ-01,TCGA-FB-AAPS-01,TCGA-FB-AAPU-01,TCGA-FB-AAPY-01,TCGA-FB-AAPZ-01,TCGA-FB-AAQ0-01,TCGA-FB-AAQ1-01,TCGA-FB-AAQ2-01,TCGA-FB-AAQ3-01,TCGA-FB-AAQ6-01,TCGA-H6-8124-01,TCGA-H6-A45N-01,TCGA-H8-A6C1-01,TCGA-HV-A5A3-01,TCGA-HV-A5A4-01,TCGA-HV-A5A5-01,TCGA-HV-A5A6-01,TCGA-HV-A7OL-01,TCGA-HV-A7OP-01,TCGA-HV-AA8V-01,TCGA-HV-AA8X-01,TCGA-HZ-7289-01,TCGA-HZ-7918-01,TCGA-HZ-7919-01,TCGA-HZ-7920-01,TCGA-HZ-7922-01,TCGA-HZ-7923-01,TCGA-HZ-7924-01,TCGA-HZ-7925-01,TCGA-HZ-7926-01,TCGA-HZ-8001-01,TCGA-HZ-8002-01,TCGA-HZ-8003-01,TCGA-HZ-8005-01,TCGA-HZ-8315-01,TCGA-HZ-8317-01,TCGA-HZ-8519-01,TCGA-HZ-8636-01,TCGA-HZ-8637-01,TCGA-HZ-8638-01,TCGA-HZ-A49G-01,TCGA-HZ-A49H-01,TCGA-HZ-A49I-01,TCGA-HZ-A4BH-01,TCGA-HZ-A4BK-01,TCGA-HZ-A77O-01,TCGA-HZ-A77P-01,TCGA-HZ-A77Q-01,TCGA-HZ-A8P0-01,TCGA-HZ-A8P1-01,TCGA-HZ-A9TJ-01,TCGA-IB-7644-01,TCGA-IB-7645-01,TCGA-IB-7646-01,TCGA-IB-7647-01,TCGA-IB-7649-01,TCGA-IB-7651-01,TCGA-IB-7652-01,TCGA-IB-7654-01,TCGA-IB-7885-01,TCGA-IB-7886-01,TCGA-IB-7887-01,TCGA-IB-7888-01,TCGA-IB-7889-01,TCGA-IB-7890-01,TCGA-IB-7891-01,TCGA-IB-7893-01,TCGA-IB-7897-01,TCGA-IB-8126-01,TCGA-IB-8127-01,TCGA-IB-A5SO-01,TCGA-IB-A5SP-01,TCGA-IB-A5SQ-01,TCGA-IB-A5SS-01,TCGA-IB-A5ST-01,TCGA-IB-A6UF-01,TCGA-IB-A6UG-01,TCGA-IB-A7LX-01,TCGA-IB-A7M4-01,TCGA-IB-AAUM-01,TCGA-IB-AAUN-01,TCGA-IB-AAUO-01,TCGA-IB-AAUP-01,TCGA-IB-AAUQ-01,TCGA-IB-AAUR-01,TCGA-IB-AAUS-01,TCGA-IB-AAUT-01,TCGA-IB-AAUU-01,TCGA-IB-AAUV-01,TCGA-IB-AAUW-01,TCGA-L1-A7W4-01,TCGA-LB-A7SX-01,TCGA-LB-A8F3-01,TCGA-LB-A9Q5-01,TCGA-M8-A5N4-01,TCGA-OE-A75W-01,TCGA-PZ-A5RE-01,TCGA-Q3-A5QY-01,TCGA-Q3-AA2A-01,TCGA-RB-A7B8-01,TCGA-RB-AA9M-01,TCGA-RL-AAAS-01,TCGA-S4-A8RM-01,TCGA-S4-A8RO-01,TCGA-S4-A8RP-01,TCGA-US-A774-01,TCGA-US-A776-01,TCGA-US-A779-01,TCGA-US-A77E-01,TCGA-US-A77G-01,TCGA-US-A77J-01,TCGA-XD-AAUG-01,TCGA-XD-AAUH-01,TCGA-XD-AAUI-01,TCGA-XD-AAUL-01,TCGA-XN-A8T3-01,TCGA-XN-A8T5-01,TCGA-YB-A89D-01,TCGA-YH-A8SY-01,TCGA-YY-A8LH-01,TCGA-Z5-AAPL-01
hsa-miR-142-3p,-2.713450829,11.94525544,49.15044079,2.37E-12,10.09119654,12.09096788,14.02980188,11.85330372,10.48387562,10.67157911,9.237344997,10.81037895,10.61825087,9.651905209,9.305856366,11.45400175,9.893352887,10.22427688,9.839352296,9.641705231,10.60765312,11.60493378,10.20989804,9.683817964,9.528421808,10.07337496,10.0677818,10.06533106,9.883393271,10.53404121,8.195110396,10.92036616,11.44385571,10.60462481,9.962283761,9.792245061,9.396718942,5.896912713,8.373328665,8.761239074,8.476366324,7.911731699,5.771159271,9.5527575,6.909826587,11.19487713,9.534890666,9.641112577,10.11855474,9.968843935,8.50317639,8.759489493,11.40698731,10.71994384,10.99968688,10.73926538,11.09695596,9.592108805,11.70329383,10.81939234,9.1462746,10.68442913,10.78559871,10.31256751,7.585517584,9.461595148,10.4129962,10.31503888,10.7423424,10.08764491,9.132612136,10.53168925,10.75110039,9.694011057,9.915008906,8.374757136,10.10842181,10.31895924,9.733637361,10.21462848,10.42595741,9.844899265,11.96571501,10.40297052,9.762818031,9.422553887,9.258639809,12.02861881,10.22308395,10.61430831,10.21064309,10.33386417,11.56002237,10.00579201,10.48551191,10.57836419,10.32960747,11.08221152,10.24362882,10.83479857,10.34635998,10.78973658,10.66390932,12.75317623,11.11980291,10.38771645,11.26680251,10.20948329,11.21100517,11.28986732,9.858699581,10.1069935,10.43289179,10.23704233,9.551580695,10.39689445,10.09619173,11.36533871,9.85900682,12.18535362,10.24335575,11.50561883,10.89148264,10.13643931,11.54546347,10.52731978,10.1286948,11.2332578,10.63072801,9.176500714,10.63349829,8.570639146,10.08723772,11.51209711,10.52019125,10.3203542,9.799448966,10.65521922,9.519152083,11.45801732,9.019856077,10.87167674,9.394837007,10.47259035,10.99165749,10.28615524,11.21176279,11.86518065,8.629056686,12.14145344,11.41565505,11.41346522,10.395815,10.77720957,9.832589522,8.79235667,10.32675039,9.173777419,10.66216191,11.43382294,10.42645578,9.555610839,13.35181074,10.2511544,10.16391595,10.09796852,10.56264857,10.68353926,9.814025838,9.507067844,10.45416299,8.510980542,8.685661922,10.49585562,10.87534257,11.59986929,9.127117326,10.14268616,9.85850133,10.40104867,9.866444459,9.837960439,9.564352125,9.59785379,9.746781588,13.62771477
hsa-miR-451a,-3.623512704,10.36801015,45.86388552,1.27E-11,10.58093184,7.012190081,12.62368977,7.404639366,6.34355897,7.163115652,7.771666767,8.043625733,6.774997878,5.320000108,6.884634696,8.262218874,8.17006223,5.732349747,6.202427327,6.226713318,7.89516255,8.242772366,6.090133891,8.425887697,7.349506217,7.528042768,9.231902663,7.307225265,8.98432218,8.756748522,7.086676894,6.883550844,8.57822385,6.710862282,8.467411748,7.984787042,8.767365027,4.934299129,8.650333854,10.28104678,8.967035121,8.694765519,5.764095879,6.580690849,6.629017479,7.477008366,9.937309025,9.737761227,9.699754958,8.458532557,6.68236629,6.467114843,5.700630733,7.110103468,6.523059875,8.531401807,5.166047871,7.208793362,6.899389963,6.360953775,9.088815683,7.756163506,4.72109239,7.193195017,7.326716515,8.075096492,7.451115786,6.087467187,6.180483242,8.180045549,6.470995247,6.651914268,7.780105135,7.527334638,7.487100125,7.555808762,7.048961542,5.836573006,6.015038399,5.25101633,6.440882698,5.814919192,7.204014297,7.031658273,6.212661209,5.770657358,8.805195216,4.13710744,5.834009447,6.818827493,4.395596398,6.245143464,5.63019747,4.939337907,6.923166421,10.96912116,6.061358348,7.111766853,7.554521393,6.428746491,9.199156323,7.127934658,6.448529829,6.461636553,7.217927773,6.504723126,8.872619361,6.21110999,7.760662349,5.978931392,6.780767118,8.132352605,8.128275003,6.726678636,6.771213841,4.826365714,5.785845412,7.4483593,8.754382143,7.39504949,5.773606837,4.287640827,7.956699037,6.538664446,8.60932532,4.65639184,5.127393747,6.427104567,8.040897821,8.832376699,4.780224098,7.214068179,5.839623354,10.78263021,3.663988066,4.437926602,5.691689113,10.93349646,6.945766217,9.275615247,6.00891135,8.019567731,7.725164739,9.119166406,8.795772301,8.003513301,7.255745831,7.168755929,6.554053285,8.906178212,9.136315548,8.331430773,9.135850464,9.696774812,9.767644907,10.78667158,6.088064184,7.963315448,7.400265212,7.205139859,9.086928282,7.131004744,10.75484187,5.406943621,8.061950141,9.433778691,6.633677874,5.801810274,5.366061113,6.475885836,6.309173389,9.320850681,5.414792428,7.077938373,8.864390773,10.02578906,8.195844824,7.877508548,6.83799845,6.731334679,6.046805927,8.768296943,7.903799998,4.722576213,7.532464497,8.726745594
hsa-miR-4772-3p,-2.235690654,3.316877605,45.51713816,1.51E-11,2.322388027,4.466176592,4.874564249,3.272901626,2.643119252,2.760493221,1.43521334,3.241393044,2.513012324,2.470976006,1.826206468,2.194258484,0.567672658,3.123873651,0.792228384,2.05824632,3.085569156,3.406826088,2.175719445,2.459900943,-0.171439791,1.828560062,1.24247731,2.543271307,1.91294495,1.290955403,0.929939959,3.123548692,2.473784904,2.490188378,2.064659628,3.085813475,2.561923236,-1.5915013,0.486018438,-0.065097548,0.206148878,-0.781257348,-3.90656037,1.007617503,-1.874808259,2.864795831,3.217645564,1.157565483,2.844933083,1.550074666,2.221478139,1.875488612,3.335705232,2.82180911,2.965780933,1.342097419,3.392155708,2.735038123,2.997504385,3.122629325,-0.169881201,2.529795105,1.176771874,4.224477107,1.496807276,1.616377844,2.610170502,1.017583093,3.752994516,1.458693145,3.046968965,2.012682105,2.634191443,2.604502499,1.80126674,0.386319423,2.398795031,4.467959844,2.253951081,0.322430663,3.365973728,2.754757756,2.125062955,1.663319713,1.528634581,-0.085060585,1.660009705,3.945883037,0.929950442,2.847448171,2.230258666,3.553368607,3.148739545,3.144157699,3.658526855,4.112541041,4.041336044,3.545913175,4.156421617,2.296999435,2.472430251,3.568640878,2.614185924,4.438021133,3.728138484,0.864994822,2.457461962,2.143519295,2.442747316,1.622910098,2.605508673,2.872415537,2.734420345,3.23908071,1.672791787,1.40895731,2.584826641,3.988927681,3.094823732,3.117483765,2.730037823,2.230089805,2.241576768,2.711373301,4.382087258,4.76904964,2.576114373,3.698962823,3.458800654,1.13866125,2.255753357,1.105543723,2.983871608,4.778632953,2.052183953,2.588658038,1.22291963,1.737122668,2.697838703,4.140110727,1.47242965,2.186677717,2.55131617,0.810127378,2.542371255,1.16382498,2.52731187,1.793072868,2.089011698,2.923112457,3.195446265,3.386677591,1.388731648,2.56159568,2.763690232,1.259619611,2.125090041,0.779620997,1.453846252,3.788648762,3.182410262,1.500141393,3.177760364,2.260669888,2.826251978,2.715324609,3.5420668,2.346685211,-0.823763446,0.460363564,2.426031396,-0.782874241,0.411328573,2.60987153,0.322062363,2.011529425,1.434898115,3.240130153,2.33295442,3.518817801,0.878624364,3.096493453,2.089283194,2.413529409,-0.232708565,3.780255092
hsa-miR-486-5p,-2.888879086,7.833084403,43.64578002,3.94E-11,8.386851187,4.28384657,9.837692148,4.615697469,5.559203201,4.626475873,4.931639166,5.88216231,4.097974824,4.174258474,5.143473185,5.997126015,5.1646078,4.072158615,4.312800298,4.46176195,6.217836031,5.861927453,4.627415415,6.088490376,4.265965521,6.15297342,7.365474064,5.287890474,7.264900768,7.237374363,6.685748428,4.939348683,6.332978758,4.71943447,6.615500244,5.688609269,7.660388019,5.225025268,6.217137775,8.101818703,6.945816993,6.828185258,6.445483055,5.053335804,4.960610582,5.361531149,7.791432989,7.075633628,8.154426405,7.26611124,5.565675398,5.392064138,4.983919289,6.32615315,4.481619073,5.967614019,4.583687165,5.897122371,5.521880733,4.402737245,7.963403746,6.238283352,5.467449035,5.697041783,5.403697872,5.548143108,4.894785438,5.526310008,4.68286843,5.539855998,4.8523597,4.055326443,5.349034227,5.840390762,5.847741169,5.812584177,5.998504117,4.467959844,4.716429575,4.514050735,5.009382501,3.630667409,6.077396522,7.695895317,4.07052836,4.77292041,5.886837098,4.59382297,5.734271304,5.646930249,4.708305963,4.75837895,4.733702046,4.029387512,5.958259203,10.3052421,5.063565992,5.513923061,6.604749426,5.152852874,7.064756141,5.834416393,5.669094266,5.676449232,5.80013393,5.514336551,7.683412877,5.205094574,6.775852961,5.425777629,5.724680374,7.614675431,6.158179115,5.855563124,5.483958323,3.269554253,5.392181563,7.048688896,7.729942907,6.349279597,4.653169059,5.234277602,7.495147689,5.235749649,6.747944761,4.365256898,4.86208559,5.211775538,7.135798725,8.241863053,5.045074357,6.215675639,6.519553206,8.879778213,4.916457303,3.81105046,4.605389267,10.07633642,5.019766798,8.350546744,5.494031905,5.985172662,6.513701878,6.999951937,6.710514051,6.067011607,5.910527086,6.041000381,3.970955937,7.178708799,6.779284733,6.527493004,7.221621662,8.345750638,8.255543329,8.502172413,4.316516112,5.881159023,4.964808171,5.373611263,7.670193694,5.230875033,9.185770333,6.356388517,6.623852333,8.570097407,6.400395642,7.055288582,7.157599965,4.974242967,4.771323484,7.274214951,5.072832628,5.144045921,7.626672962,8.032628377,5.814670284,6.88629281,5.605972915,5.295749802,3.917304832,7.235257523,6.414754545,4.019708396,7.002217703,6.285866366
hsa-miR-144-5p,-3.287530074,7.432918468,41.61156654,1.11E-10,8.050308481,4.492289432,9.504154636,3.469125114,3.082651313,3.015750277,3.784362904,5.589512993,4.184779652,3.018463801,3.860694844,4.589559765,3.840691152,1.832107527,3.086411489,3.694739122,5.294457313,4.847398679,3.642845455,5.69040601,4.433422267,5.063336208,6.324394872,5.081439597,6.000407791,5.968609802,5.971315887,4.33460357,5.778010997,4.117276354,5.765099346,5.272389717,6.460886916,3.402043678,5.639346929,6.915993989,6.323012636,6.229969907,3.744491321,3.789771871,4.065358492,4.31306966,7.262579311,7.119497442,7.231085133,6.528349895,4.543406234,3.097881034,4.435240906,5.920298973,3.640685559,5.839003744,2.724731047,5.480773927,3.417218372,3.522432311,5.905746503,5.299182177,2.210719206,5.351074676,4.420571691,4.932019676,4.571281488,3.775610303,3.284319053,5.08318401,3.100907772,3.299563253,3.943519501,4.810531474,4.588858407,4.189186954,4.535399959,3.34067918,3.202725757,3.91828148,3.667629428,2.722696547,5.132258457,4.783058957,3.590918859,4.243410355,5.054694142,2.979566163,4.535974558,4.994289559,3.123343462,4.197570311,3.84061725,3.242561403,4.641912141,9.428964943,4.498321725,4.701707848,5.995701307,2.775362869,5.806958383,5.26862004,4.385561549,4.289541106,4.798126003,3.632548736,6.380631376,3.403755068,5.836590593,3.575081573,3.908071443,6.083244426,5.107123007,4.800679217,4.731685476,1.248492638,4.296105592,6.542823984,7.362670428,5.725959861,4.221285888,3.462036533,6.628035523,4.972063766,5.223875677,2.243793386,3.920068774,4.681260822,6.335142186,7.491301701,2.776585521,5.084584104,5.132101538,7.86847321,2.052183953,1.655772234,1.959885224,8.729696897,2.820695451,6.564965085,3.434627617,5.212212809,6.026095753,5.514829123,6.151180498,5.842763629,5.254718636,4.522001143,3.188547372,6.372548458,5.82248574,5.024686326,5.730717395,7.533062595,7.539604467,8.263045861,3.144455366,4.458765937,4.392445707,4.409361288,6.68191932,3.697442833,7.959421549,2.833855221,5.54541475,6.854938732,5.286077309,4.023278187,2.518628751,4.090840724,2.74205889,6.499441998,2.900713413,3.937233511,5.909754657,7.254023053,5.496412504,6.197673353,4.492153015,4.58997883,2.830795839,5.991710836,5.711214954,3.225457061,5.066083031,5.89776714
hsa-miR-424-5p,-1.555112586,7.320728087,38.40947549,5.74E-10,7.257135948,8.020625274,7.668632553,8.575351419,6.403121403,7.076981576,7.088655579,6.620539889,7.275336415,6.545323348,7.082681501,7.172533713,6.198000463,7.319531779,6.323238447,6.03677479,7.041787464,7.272984103,5.948308949,6.585563644,7.296165759,6.940684957,6.862298568,6.65224056,6.777229374,7.45120035,5.254353317,5.637627707,6.80098152,6.700507967,6.801185309,7.10586051,5.897619486,4.262921876,5.970308241,5.278310274,4.100158182,4.287904676,3.758775547,5.953327348,6.200938279,7.17814008,6.16550794,6.041837776,6.093993455,5.730416284,4.307053871,5.575928331,7.859267188,6.858197766,6.774942611,6.816977437,6.330755163,6.003194962,7.037918654,6.130186677,6.607100072,6.90704508,5.712232413,5.859771283,5.459192985,7.210458989,6.627334294,6.056824725,6.572334512,6.679653611,6.878653216,8.336772621,6.837415302,7.838374417,6.611073141,6.878869305,7.243081618,6.373567474,6.960828539,6.946478372,7.405275378,6.503171805,6.478386247,4.783058957,7.732342439,6.465336413,7.549382539,6.55525085,6.58226821,6.211353461,6.850845076,6.134005182,5.614211766,6.597404121,5.720500876,6.815183908,6.728619345,8.123474513,7.650204741,6.873201124,6.830599452,7.254269353,6.503278977,7.153844706,6.468895657,6.899990243,7.007471863,5.914471234,6.275074767,5.850892201,6.960712922,5.488164163,6.178106159,6.640474311,6.303766686,6.292886757,6.708440908,6.639277633,6.329799282,6.848850607,6.179536906,6.546976444,6.243493971,6.423297219,6.951869501,6.454300198,5.822873239,6.167959306,6.1518229,7.485501914,6.073524895,6.030812847,6.966269291,6.620875584,5.758862362,7.128063064,6.047348066,6.733253122,7.037292851,6.178983619,5.661572567,5.453999481,6.753872176,6.525429428,6.491387327,6.71368368,6.90922207,6.122993754,7.177686379,6.144852518,6.649966576,6.723121466,5.624458708,6.54830999,6.122826398,6.257658095,5.534022178,6.449349712,6.689062714,6.323631414,6.297105742,6.586140312,6.88329345,6.153416301,6.714880367,6.543392933,6.788400469,5.429968343,6.57711599,6.686219841,6.471317445,5.637787807,7.720017644,7.292402427,6.536823013,7.402865089,7.825653334,6.170678272,6.322093428,6.302827634,7.563906399,5.983161507,6.963483528,6.647894472,6.003088107,6.080849045
hsa-miR-192-5p,2.802058729,13.2037581,36.10548773,1.87E-09,11.49500423,11.38993143,8.106568265,10.36758234,13.98146643,12.98139158,10.35421851,13.04232998,11.93022703,12.80811184,12.91915538,13.01613643,14.00232695,8.256635838,12.94844693,13.20613346,8.794428127,12.00645288,13.38983615,12.46086459,13.23958563,14.56990354,11.60303816,13.78212066,13.29186765,13.62312667,13.96669977,12.69675491,14.9480535,13.53811508,12.22800249,13.65091555,12.69664843,12.64804396,13.33777896,12.20821241,12.99908826,13.90282593,13.55233481,12.45781338,13.60867376,12.10048558,14.39588774,13.61598919,12.80642597,13.8670325,15.06793054,13.65716707,12.42901737,11.25095201,12.71559157,12.21679572,12.38199695,13.60482002,10.94420183,13.01610932,12.49730428,9.376653072,14.42484768,12.60154642,16.36031888,13.58687455,12.05923132,15.6394296,13.61314129,14.08933948,14.80259178,11.5126077,11.56625638,13.80013372,14.57154717,11.14747314,12.18407953,13.85096326,13.10840273,14.64136498,12.74483144,12.74092799,14.16350188,15.37961981,11.46847303,15.03162673,13.75122848,13.27480528,14.502978,10.95373068,14.11994731,12.24666775,15.7809763,13.23553086,12.92117762,10.98698302,11.41470109,12.78737372,11.96943007,13.0984729,13.27402517,13.60121253,13.95779923,13.15017391,14.52012482,12.214592,13.66809445,13.59459859,11.86626013,13.86392173,14.18724279,12.31172089,12.7235924,12.98923274,15.2679586,14.29761045,14.94890227,12.51216536,13.22549142,13.38062069,13.17323551,14.57544992,13.1500173,13.37364863,12.82083894,13.63728531,14.99376001,13.41048291,12.17347139,12.97727752,13.03975986,11.3960057,11.52250937,12.54617803,14.5953077,12.2562765,15.30825377,11.57817027,11.69865249,11.3069173,11.83001957,12.02547645,11.87302325,13.02629026,13.28127042,13.23768331,13.00768294,12.23390359,11.77476167,11.79093856,10.24422594,12.18877639,14.07926224,10.30063366,12.91031051,8.493030882,13.44916413,13.73864832,13.22618832,13.58080931,14.90050291,14.52159408,11.50346644,14.08864184,14.00842377,12.40037432,12.58869477,15.93502162,12.90097878,14.47555745,13.08258395,14.7474,14.31226068,13.52838322,14.31939423,10.53430709,12.44045887,11.90304771,11.8374424,13.50025681,11.32359421,11.53281603,13.57479086,12.08190229,14.74710228,12.28997563
hsa-miR-196a-5p,4.41933909,5.748464782,35.43826305,2.63E-09,2.702992029,-0.501255546,1.575597303,-0.506071495,5.645587507,4.2602534,5.570372923,4.979459512,4.163563166,4.701273626,7.66072849,6.71782044,-1.017289843,3.939910817,4.879691226,6.046724451,3.126791818,0.986494289,4.404160911,5.065802781,3.971518163,6.012238218,3.16185885,2.41494721,3.697216259,3.612883498,3.329346806,5.623722105,4.482555114,1.856316276,2.81563208,4.670775976,4.051578777,-1.5915013,-2.016481902,-1.650060049,-1.378813623,-0.129180651,-3.90656037,7.775801828,1.78054357,2.474005878,5.891816031,7.620272233,3.221787388,2.581101562,6.928070085,1.027491706,2.669706159,2.942103344,4.826377876,0.794609624,4.853205605,4.615890858,4.854839156,1.654076317,0.119625416,2.814524582,3.525921438,2.181149675,9.000399209,4.919364375,4.021365935,7.69250229,3.475141395,4.340430263,4.527480302,-2.631174085,3.064825798,5.433390582,5.088429416,4.98946194,6.043441522,6.099193499,4.228565762,4.470329358,1.308942783,5.736811077,3.710025456,6.544080577,1.141611458,5.540316184,6.620610887,4.4248039,6.328316909,-0.407365729,4.616675487,3.18089157,0.296296734,3.449012281,2.051368608,4.093304822,4.431518355,3.862770281,2.173699609,5.864386787,2.570277575,4.957247737,6.736344507,7.109131757,2.500110528,2.882068335,0.809763706,2.143519295,5.212989065,6.027126104,5.130463864,3.33338932,5.131855527,6.228175933,8.720824484,4.660875684,7.233201848,1.021108087,4.46493536,6.433303051,4.594574405,4.511184182,0.93491543,3.339404523,2.114865055,5.017333595,8.725236137,1.400304508,2.472475591,2.815254226,2.776585521,2.959692856,-0.274862661,3.440888153,6.622681091,4.012257551,6.72995913,5.967589212,6.663366486,5.956099398,8.086631771,5.232320383,6.86615484,4.609533547,3.42555759,4.758006011,5.482385999,5.088033915,4.217116524,4.420231609,1.498373398,0.817834756,5.224655722,2.441301447,-0.330285916,8.880397247,7.649499395,7.081661461,-2.453044343,4.841946988,7.408788531,5.318117431,4.469526488,6.463450718,1.853219026,4.419164505,0.289086059,7.451434324,-0.461193367,7.26275565,3.909353635,6.079246484,5.414792428,3.596196593,2.695520759,2.011529425,3.131970982,3.09452483,5.134802866,4.141116453,4.519969335,0.676161654,2.728401465,7.885294931,5.875815891,4.211743112
hsa-miR-424-3p,-1.615194246,2.034464747,35.48459518,2.57E-09,2.322388027,2.363814874,1.719987212,3.234169232,-0.739350385,0.8651906,1.686752107,1.162166353,1.610309525,0.886013505,2.426599009,1.577587123,0.567672658,2.465979628,0.487373803,1.949311949,1.731932201,1.65391895,0.203733821,2.354931383,0.565525803,1.362896489,2.076467359,1.076145297,0.980059145,1.893619906,-1.120686114,-0.258920944,1.508550322,1.390652704,1.661303934,1.107187126,1.657500896,-1.5915013,-1.279516308,-0.271548426,-1.378813623,-0.781257348,-1.099205448,0.211150897,1.012717012,1.737040284,1.270112984,1.774236843,1.026771406,1.113975552,0.977552557,1.027491706,2.055597313,2.084843516,0.833330637,0.264094907,1.444623127,0.836917737,1.684914155,0.751373518,0.360633515,1.503322894,0.24388607,1.071525184,-0.26872747,1.616377844,1.579143606,-0.262524826,1.409849935,1.347661832,1.462006464,2.498108932,0.432557582,1.816006604,0.868380935,2.338490898,1.163166782,1.409066155,2.185238331,1.506855234,1.564199838,1.291357236,0.940638384,-0.452157504,2.933024836,1.313488791,1.931311727,1.044661191,1.88688172,1.490754657,2.386377868,1.37911768,-0.551700173,2.349476607,1.982655858,2.003419319,1.568400161,2.467910663,3.138934191,1.655453405,1.394427739,1.488641556,1.456644647,0.620045095,0.702603392,1.830229404,1.657760612,-0.112820458,1.905090531,1.186810983,1.36158309,1.672477966,0.57522175,1.111968792,1.561760475,0.620461415,1.160328813,1.791626241,2.224884272,1.215664159,1.089580209,1.75802136,1.544968911,1.199474262,2.416520755,2.163623037,1.50794287,1.800842437,1.388411326,2.028102874,1.432631119,1.105543723,2.047065434,1.737605685,0.546293023,1.896780334,-0.36204287,1.000157074,2.335268624,0.704724583,0.862376169,1.305322214,0.579330546,-0.082957418,1.574080115,1.986947218,2.22565617,0.738625084,2.741088395,1.011649132,1.498373398,0.370375779,1.388731648,1.824630086,1.013668485,0.983985169,-0.277008403,0.91086553,-0.131116249,0.056844873,0.73310286,1.3970479,1.689013178,1.761098879,1.005222119,1.995953074,1.51147848,1.273928868,1.498164649,0.219355465,1.566209054,-0.045908647,1.354745044,1.836147386,0.563070463,1.274563831,2.321241333,0.918202058,1.148529849,1.130547211,2.082982863,0.836626326,1.650398953,1.169603827,0.700177239,0.471502386
